text asli,text_prepro,compound scores,Sentimen
aplikasinya sederhana fokus investasi mudah aman pemula mungkin lebih banyak orang menjalankannya bisa memperluas eba retail instrumen investasi lainnya lebih menarik investor pemula,aplikasi sederhana fokus investasi mudah aman mula mungkin lebih banyak orang jalan bisa luas eba retail instrumen investasi lain lebih tarik investor mula,10,Positif
sekadar saran sebaiknya tambahkan metode pembayaran bukan bca cukup gunakan virtual account mempermudahnya harus mengunggah bukti transfer,sekadar saran baik tambah metode bayar bukan bca cukup guna virtual account mudah harus unggah bukti transfer,-1,Negatif
rekomendasi aplikasi reksa dana terus berinovasi bersama antarmuka aplikasinya bagus ringan,rekomendasi aplikasi reksa dana terus inovasi sama antarmuka aplikasi bagus ringan,10,Positif
puas selalu cepat pencarian dana pembelian peningkatan kualitas bravo bareksa,puas selalu cepat cari dana beli tingkat kualitas bravo bareksa,14,Positif
aplikasi buruk membuat emosional login sudah mendaftar lewat email dibuka menggunakan aplikasi bisa login lebih baik tidak mendownloadnya anda kehilangan data,aplikasi buruk buat emosional login sudah daftar lewat email buka guna aplikasi bisa login lebih baik tidak mendownloadnya anda hilang data,-4,Negatif
kok tidak login aplikasi kemarin agustus sekarang agustus apa,kok tidak login aplikasi kemarin agustus sekarang agustus apa,-14,Negatif
melihat produk reksa dana aplikasi tampilan grafiknya sama di versi website grafik harga satuan terdapat grafik aum,lihat produk reksa dana aplikasi tampil grafik sama di versi website grafik harga satu dapat grafik aum,21,Positif
pembuatan akunnya memang memakan waktu lama seperti seed prosesnya cepat sekali,buat akun memang makan waktu lama seperti seed proses cepat sekali,3,Positif
kok cukup susah daftarnya tinggal keluar terus kembali halaman awal pendaftaran mohon ditindak lanjuti min,kok cukup susah daftar tinggal keluar terus kembali halaman awal daftar mohon tindak lanjut min,3,Positif
ibarat saham bursamasih ingat tahun jktbermainlah pikiran tenang percaya diripegang ambisimu penuh optimismebareksa fair mudah dipahami sekaligus dipahami pemula seperti aplikasi lainsaya surabaya,ibarat saham bursamasih ingat tahun jktbermainlah pikir tenang percaya diripegang ambisi penuh optimismebareksa fair mudah paham sekaligus paham mula seperti aplikasi lainsaya surabaya,13,Positif
unitnya beli hari jumat harganya turun harganya naik juga hari rabu lalu masuk mana juta tf kira masuk harga hari jumat,unit beli hari jumat harga turun harga naik juga hari rabu lalu masuk mana juta tf kira masuk harga hari jumat,5,Positif
aplikasinya mudah dipahami pilihan rdnnya banyak pembeliannya mudah kalau pakai bca sayang ada bank bisa ovo linka,aplikasi mudah paham pilih rdnnya banyak beli mudah kalau pakai bca sayang ada bank bisa ovo linka,12,Positif
mohon maaf berinvestasi bukalapak bekerja sama bareksa mengalami kendala membeli reksa dana sudah dua hari perdagangan pembelian selesai mempunyai permasalahan bareksa ini apakah seluruh investasi saya di bukalak dialihkan bareksa,mohon maaf investasi bukalapak kerja sama bareksa alami kendala beli reksa dana sudah dua hari dagang beli selesai punya masalah bareksa ini apakah seluruh investasi saya di bukalak alih bareksa,9,Positif
saran perbaikan lebih lanjut sistem tiba tiba down harus download berantas semua akun bareksa palsu tangkap oknumnya beri tahu apa selanjutnya memungkinkan saringlah manajer investasi baik dapat menghasilkan keuntungan terima kasih sukses selalu,saran baik lebih lanjut sistem tiba tiba down harus download berantas semua akun bareksa palsu tangkap oknum beri tahu apa lanjut mungkin saring manajer investasi baik dapat hasil untung terima kasih sukses selalu,-1,Negatif
kakak kalau di aplikasikan mohon bantuan timcs nya kakak biar kalau yang tanya soal reksa dana lebih nyaman kakak,kakak kalau di aplikasi mohon bantu timcs nya kakak biar kalau yang tanya soal reksa dana lebih nyaman kakak,6,Positif
unitnya jual informasi transaksi lengkap dana masuk rekening sedangkan portofolio kosong kirim email customer service ada tanggapan menelepon tidak ada tanggapan saya menyesal berinvestasi sini,unit jual informasi transaksi lengkap dana masuk rekening sedang portofolio kosong kirim email customer service ada tanggap telepon tidak ada tanggap saya sesal investasi sini,13,Positif
bareksa cukup bagus berinvestasi terdaftar ojk petunjuk berinvestasi mudah dipahami kemudian kecepatan notifikasi kerja bagus bisa melihat akumulasi investasi ksei,bareksa cukup bagus investasi daftar ojk tunjuk investasi mudah paham kemudian cepat notifikasi kerja bagus bisa lihat akumulasi investasi ksei,21,Positif
aplikasinya bagus mudah bisa membandingkan produk lebih efektif memilih produk,aplikasi bagus mudah bisa banding produk lebih efektif pilih produk,15,Positif
membuka aplikasi pagi hari ternyata meminta membuat pin mencoba membuat pin sebanyak kali gagal barulah diminta memasukkan pin lama memasukkan pin lama katanya pin anda masukkan salah,buka aplikasi pagi hari nyata minta buat pin coba buat pin banyak kali gagal baru minta masuk pin lama masuk pin lama kata pin anda masuk salah,-20,Negatif
bagus sekali admin respon cepat facebook lalu pembayaran mudah terima kasih mendingan lari aja gan,bagus sekali admin respon cepat facebook lalu bayar mudah terima kasih mending lari aja gan,18,Positif
menjual reksa dana nomor otp telepon sulit muncul pesan proses pembayaran sangat lama lebih cepat,jual reksa dana nomor otp telepon sulit muncul pesan proses bayar sangat lama lebih cepat,15,Positif
pembayaran selesai transfer menggunakan mandiri belum bisa baca,bayar selesai transfer guna mandiri belum bisa baca,1,Positif
aplikasinya pemula lumayan lah kalau saya sarankan lebih baik menambahkan keamanan sidik jari masuk aplikasi tersebut,aplikasi mula lumayan lah kalau saya saran lebih baik tambah aman sidik jari masuk aplikasi sebut,-8,Negatif
pengalaman investasi reksa dana menyenangkan fitur mudah digunakan produk lengkap,alam investasi reksa dana senang fitur mudah guna produk lengkap,24,Positif
fitur top up ditambah running lebih mudah bareksa berharap selalu menyediakan mie aman sukses selalu kelola aset,fitur top up tambah running lebih mudah bareksa harap selalu sedia mie aman sukses selalu kelola aset,26,Positif
sudah mendaftar ketika masuk bagian selfie data pribadi kamera muncul tidak berfungsi,sudah daftar ketika masuk bagi selfie data pribadi kamera muncul tidak fungsi,-2,Negatif
mendaftar selalu error saat ingin memasukkan nama bank nomor rekening sudah mencobanya berkali kali mohon solusinya terima kasih,daftar selalu error saat ingin masuk nama bank nomor rekening sudah coba kali kali mohon solusi terima kasih,1,Positif
stuck verifikasi nomor handphone mau mendaftar saat belum sms otp saya mendaftar,stuck verifikasi nomor handphone mau daftar saat belum sms otp saya daftar,1,Positif
mohon diperbaiki menampilkan simulasi selalu force close membuka tampilan simulasi,mohon baik tampil simulasi selalu force close buka tampil simulasi,8,Positif
tampilan ui kurang menarik ada dark mode membosankan v,tampil ui kurang tarik ada dark mode bosan v,5,Positif
pegawaic nya lambat respon sistem verifikasi lama sekali pembacaan sistem sangat buruk,pegawaic nya lambat respon sistem verifikasi lama sekali baca sistem sangat buruk,-10,Negatif
maaf admin mohon diperbaiki login menggunakan pin jari verifikasi pin selalu salah harus direset ingin login,maaf admin mohon baik login guna pin jari verifikasi pin selalu salah harus direset ingin login,-5,Negatif
mudah sangat membantu berinvestasi yang perlu diperbaiki nomor rekening bank transfer sulit dilacak lupa mencatat transaksi,mudah sangat bantu investasi yang perlu baik nomor rekening bank transfer sulit lacak lupa catat transaksi,15,Positif
sangat membantu menentukan jenis investasi akan dilakukan informasinya lengkap prosesnya mudahsuka banget sama aplikasi,sangat bantu tentu jenis investasi akan laku informasi lengkap proses mudahsuka banget sama aplikasi,8,Positif
pelayanannya semakin buruk sekadar mengganti menambah nomor rekening membutuhkan proses panjang disarankan para profesional lari berinvestasi reksa dana cook menangani live chat bukan linka mai karyawan perusahaan sangat miskin pelayananmu sungguh buruk,layan makin buruk sekadar ganti tambah nomor rekening butuh proses panjang saran para profesional lari investasi reksa dana cook tangan live chat bukan linka mai karyawan usaha sangat miskin layan sungguh buruk,15,Positif
coba daftar pas mau pilih nama banknya lag logout sendiri jadi tidak mendaftar,coba daftar pas mau pilih nama bank lag logout sendiri jadi tidak daftar,1,Positif
mudah tidak sulit banyak fitur belum ketahui rekomendasi investasi emas,mudah tidak sulit banyak fitur belum tahu rekomendasi investasi emas,3,Positif
menarik banget wah keren kapan larinya yo luar biasa banget google play memang karakter online keren semuanya keren sini,tarik banget wah keren kapan lari yo luar biasa banget google play memang karakter online keren semua keren sini,3,Positif
lebih bagus menarik dijalankan metode pembayarannya transfer ovo ditambah dijalankan apalagi linknya,lebih bagus tarik jalan metode bayar transfer ovo tambah jalan apalagi linknya,4,Positif
mau mendaftar tidak upload ktp ini sangat menghambat,mau daftar tidak upload ktp ini sangat hambat,0,Positif
dibandingkan benih bagus bisa melihat bank induknya bisa mengetahui persentasenya hari sebenarnya grafik angka,banding benih bagus bisa lihat bank induk bisa tahu persentase hari benar grafik angka,11,Positif
tanggal maret statusnya pending verifikasi email cek email ada email masuk,tanggal maret status pending verifikasi email cek email ada email masuk,-10,Negatif
aplikasi finance cukup bagus mohon diperbaiki sistemnya biar lebih aman stabil terima kasih,aplikasi finance cukup bagus mohon baik sistem biar lebih aman stabil terima kasih,17,Positif
bintang dulu soalnya baru buka prosesnya lama nunggu datanya diproses terima kasih,bintang dulu soal baru buka proses lama nunggu data proses terima kasih,0,Positif
bonusnya scam bonus reksa dana ribu januari sekarang sampai hubungi customer service tidak berpengaruh apa apa malah pulsa habis,bonus scam bonus reksa dana ribu januari sekarang sampai hubung customer service tidak pengaruh apa apa malah pulsa habis,1,Positif
nyaman menggunakan bareksa uinya sederhana tidak ribet pilihannya lebih banyak,nyaman guna bareksa uinya sederhana tidak ribet pilih lebih banyak,-1,Negatif
aplikasinya bagus kalau tidak biaya top up admin kita semakin semangat berinvestasi mohon dipertimbangkan terima kasih,aplikasi bagus kalau tidak biaya top up admin kita makin semangat investasi mohon timbang terima kasih,8,Positif
detail sederhananya luar biasa tampilan detail reksa dana semoga dijadikan lanskap website,detail sederhana luar biasa tampil detail reksa dana moga jadi lanskap website,19,Positif
hampir tahun menggunakan aplikasi bareksa membeli produk reksa dana intinya bareksa dipercaya yang berminat baru mulai berinvestasi,hampir tahun guna aplikasi bareksa beli produk reksa dana inti bareksa percaya yang minat baru mulai investasi,7,Positif
mempelajari memahami reksa dana,ajar paham reksa dana,8,Positif
bagus aplikasi seed lebih mudah dicerna sangat dirancang dipahami pemula,bagus aplikasi seed lebih mudah cerna sangat rancang paham mula,-2,Negatif
silahkan tambahkan cara penarikan dananya kalau lewat ovo gopay kalau tarik uangnya dikenakan biaya keuntungannya dikenakan biaya sama berarti hasilnya menjadi kecil x mohon dipertimbangkan,silah tambah cara tari dana kalau lewat ovo gopay kalau tarik uang kena biaya untung kena biaya sama arti hasil jadi kecil x mohon timbang,22,Positif
berinvestasi bareksa merasa sangat nyaman aman amanah pelayanannya sangat cepat sangat menyukainya semoga sukses selalu,investasi bareksa rasa sangat nyaman aman amanah layan sangat cepat sangat suka moga sukses selalu,33,Positif
daftar mau beli tidak balasan password email terus salah padahal sudah benar sudah terdaftar bareksa aneh,daftar mau beli tidak balas password email terus salah padahal sudah benar sudah daftar bareksa aneh,9,Positif
mohon aplikasinya diperbaiki ingin mendaftar muncul nomor handphone lama tidak diubah,mohon aplikasi baik ingin daftar muncul nomor handphone lama tidak ubah,-7,Negatif
aplikasinya sering errorloginlogin jadi malas investasiakhirnya transfer dana aplikasi selanjutnyalancar,aplikasi sering errorloginlogin jadi malas investasiakhirnya transfer dana aplikasi selanjutnyalancar,-5,Negatif
pada dana tergerus inflasi padahal ingin membuka deposito bank tidak memenuhi minimum transaksi mendapatkan bunga mampu menutup inflasi mending simpan dana di sini minimal transaksi kecil return nya oke plus berjalannya terpantau ojk hebat,pada dana gerus inflasi padahal ingin buka deposito bank tidak penuh minimum transaksi dapat bunga mampu tutup inflasi mending simpan dana di sini minimal transaksi kecil return nya oke plus jalan pantau ojk hebat,17,Positif
silakan tambahkan banyak akun transfer matamata dipilih perbarui informasi informasi reksa dana mengenai penjualan pembelian tidak sesuai,sila tambah banyak akun transfer matamata pilih baru informasi informasi reksa dana kena jual beli tidak sesuai,16,Positif
penambahan akun melalui email bisa langsung ditambahkan aplikasi rumit pikir akan menjadi penarikan,tambah akun lalu email bisa langsung tambah aplikasi rumit pikir akan jadi tari,6,Positif
aplikasinya cukup bagus kalau ditambah pengelolaan pasar uang,aplikasi cukup bagus kalau tambah kelola pasar uang,3,Positif
statusnya terputus terus kelancaran streaming browsing yang punya solusi,status putus terus lancar streaming browsing yang punya solusi,8,Positif
baiknya memberikan saran layanan pelanggan langsung aplikasi sehingga anda tidak perlu repot ngobrol lewat email,baik beri saran layan langgan langsung aplikasi sehingga anda tidak perlu repot ngobrol lewat email,4,Positif
